trial,block,stimId1,stimID2,category1,category2,response,rt,condition,id
9,0,C1150,C1250,Gamma,Gamma,5.0,3041,1,12360
10,0,C1150,A350,Gamma,Alpha,2.0,5783,1,12360
11,0,C1150,A150,Gamma,Alpha,0.9999999999999998,2402,1,12360
12,0,C1150,A450,Gamma,Alpha,3.0,4699,1,12360
13,0,C1150,C1050,Gamma,Gamma,5.0,2410,1,12360
14,0,C1150,A250,Gamma,Alpha,0.9999999999999998,3671,1,12360
2,1,B750,B650,Beta,Beta,5.0,2763,1,12360
3,1,B750,T500,Beta,Beta,4.0,3249,1,12360
4,1,B750,B950,Beta,Gamma,4.0,2131,1,12360
5,1,B750,A50,Beta,Alpha,0.0,2937,1,12360
6,1,B750,T1000,Beta,Gamma,5.0,3265,1,12360
7,1,B750,B550,Beta,Beta,5.0,2113,1,12360
8,1,B750,B850,Beta, Beta,5.0,1394,1,12360
9,1,B750,C1250,Beta,Gamma,4.0,6075,1,12360
10,1,B750,A350,Beta,Alpha,2.0,4130,1,12360
11,1,B750,A150,Beta,Alpha,0.9999999999999998,3667,1,12360
12,1,B750,A450,Beta,Alpha,4.0,7236,1,12360
13,1,B750,C1050,Beta,Gamma,4.0,2218,1,12360
14,1,B750,A250,Beta,Alpha,0.9999999999999998,3979,1,12360
3,2,B650,T500,Beta,Beta,5.0,7391,1,12360
4,2,B650,B950,Beta,Gamma,4.0,2085,1,12360
5,2,B650,A50,Beta,Alpha,0.0,5841,1,12360
6,2,B650,T1000,Beta,Gamma,4.0,5061,1,12360
7,2,B650,B550,Beta,Beta,5.0,2386,1,12360
8,2,B650,B850,Beta, Beta,5.0,1267,1,12360
9,2,B650,C1250,Beta,Gamma,2.0,3730,1,12360
10,2,B650,A350,Beta,Alpha,4.0,4004,1,12360
11,2,B650,A150,Beta,Alpha,0.0,3083,1,12360
12,2,B650,A450,Beta,Alpha,4.0,5051,1,12360
13,2,B650,C1050,Beta,Gamma,4.0,1860,1,12360
14,2,B650,A250,Beta,Alpha,2.0,3561,1,12360
4,3,T500,B950,Beta,Gamma,0.9999999999999998,2634,1,12360
5,3,T500,A50,Beta,Alpha,0.0,2100,1,12360
6,3,T500,T1000,Beta,Gamma,4.0,4758,1,12360
7,3,T500,B550,Beta,Beta,6.0,3388,1,12360
8,3,T500,B850,Beta, Beta,3.0,4616,1,12360
9,3,T500,C1250,Beta,Gamma,0.0,3724,1,12360
10,3,T500,A350,Beta,Alpha,5.0,4019,1,12360
11,3,T500,A150,Beta,Alpha,0.0,3618,1,12360
12,3,T500,A450,Beta,Alpha,5.0,3562,1,12360
13,3,T500,C1050,Beta,Gamma,0.9999999999999998,5699,1,12360
14,3,T500,A250,Beta,Alpha,3.0,3440,1,12360
5,4,B950,A50,Gamma,Alpha,0.0,1851,1,12360
6,4,B950,T1000,Gamma,Gamma,6.0,2463,1,12360
7,4,B950,B550,Gamma,Beta,3.0,3315,1,12360
8,4,B950,B850,Gamma, Beta,5.0,2266,1,12360
9,4,B950,C1250,Gamma,Gamma,5.0,3425,1,12360
10,4,B950,A350,Gamma,Alpha,2.0,2491,1,12360
11,4,B950,A150,Gamma,Alpha,0.9999999999999998,2009,1,12360
12,4,B950,A450,Gamma,Alpha,2.0,1627,1,12360
13,4,B950,C1050,Gamma,Gamma,6.0,4644,1,12360
14,4,B950,A250,Gamma,Alpha,2.0,2210,1,12360
6,5,A50,T1000,Alpha,Gamma,0.0,2107,1,12360
7,5,A50,B550,Alpha,Beta,0.0,1457,1,12360
8,5,A50,B850,Alpha, Beta,0.0,1164,1,12360
9,5,A50,C1250,Alpha,Gamma,0.0,629,1,12360
10,5,A50,A350,Alpha,Alpha,0.0,1538,1,12360
11,5,A50,A150,Alpha,Alpha,0.0,685,1,12360
12,5,A50,A450,Alpha,Alpha,0.0,1393,1,12360
13,5,A50,C1050,Alpha,Gamma,0.0,1498,1,12360
14,5,A50,A250,Alpha,Alpha,0.0,2912,1,12360
7,6,T1000,B550,Gamma,Beta,3.0,4439,1,12360
8,6,T1000,B850,Gamma, Beta,5.0,2602,1,12360
9,6,T1000,C1250,Gamma,Gamma,5.0,3137,1,12360
10,6,T1000,A350,Gamma,Alpha,2.0,3827,1,12360
11,6,T1000,A150,Gamma,Alpha,0.0,5283,1,12360
12,6,T1000,A450,Gamma,Alpha,0.9999999999999998,3891,1,12360
13,6,T1000,C1050,Gamma,Gamma,6.0,2125,1,12360
14,6,T1000,A250,Gamma,Alpha,0.9999999999999998,3930,1,12360
8,7,B550,B850,Beta, Beta,5.0,5153,1,12360
9,7,B550,C1250,Beta,Gamma,3.0,3627,1,12360
10,7,B550,A350,Beta,Alpha,4.0,3710,1,12360
11,7,B550,A150,Beta,Alpha,0.9999999999999998,3571,1,12360
12,7,B550,A450,Beta,Alpha,5.0,1916,1,12360
13,7,B550,C1050,Beta,Gamma,3.0,3921,1,12360
14,7,B550,A250,Beta,Alpha,0.9999999999999998,9574,1,12360
9,8,B850,C1250, Beta,Gamma,4.0,5044,1,12360
10,8,B850,A350, Beta,Alpha,2.0,6851,1,12360
11,8,B850,A150, Beta,Alpha,0.9999999999999998,1972,1,12360
12,8,B850,A450, Beta,Alpha,3.0,3330,1,12360
13,8,B850,C1050, Beta,Gamma,5.0,2332,1,12360
14,8,B850,A250, Beta,Alpha,2.0,2356,1,12360
10,9,C1250,A350,Gamma,Alpha,0.9999999999999998,4723,1,12360
11,9,C1250,A150,Gamma,Alpha,0.0,2274,1,12360
12,9,C1250,A450,Gamma,Alpha,0.9999999999999998,2346,1,12360
13,9,C1250,C1050,Gamma,Gamma,5.0,2099,1,12360
14,9,C1250,A250,Gamma,Alpha,0.0,3124,1,12360
11,10,A350,A150,Alpha,Alpha,2.0,3807,1,12360
12,10,A350,A450,Alpha,Alpha,5.0,1715,1,12360
13,10,A350,C1050,Alpha,Gamma,0.9999999999999998,3452,1,12360
14,10,A350,A250,Alpha,Alpha,5.0,2987,1,12360
12,11,A150,A450,Alpha,Alpha,3.0,4117,1,12360
13,11,A150,C1050,Alpha,Gamma,0.9999999999999998,3714,1,12360
14,11,A150,A250,Alpha,Alpha,4.0,5314,1,12360
13,12,A450,C1050,Alpha,Gamma,3.0,5148,1,12360
14,12,A450,A250,Alpha,Alpha,4.0,2867,1,12360
14,13,C1050,A250,Gamma,Alpha,2.0,2267,1,12360
1,0,C1250,C1150,Gamma,Gamma,3.0,14705,1,12364
2,0,C1250,B950,Gamma,Gamma,2.0,3135,1,12364
3,0,C1250,A350,Gamma,Alpha,0.9999999999999998,6528,1,12364
4,0,C1250,A50,Gamma,Alpha,0.0,2376,1,12364
5,0,C1250,B750,Gamma,Beta,3.0,4321,1,12364
6,0,C1250,B650,Gamma,Beta,3.0,1410,1,12364
7,0,C1250,B550,Gamma,Beta,3.0,1290,1,12364
8,0,C1250,A450,Gamma,Alpha,2.0,3236,1,12364
9,0,C1250,C1050,Gamma,Gamma,5.0,2563,1,12364
10,0,C1250,T500,Gamma,Beta,2.0,3029,1,12364
11,0,C1250,B850,Gamma, Beta,4.0,2603,1,12364
12,0,C1250,A250,Gamma,Alpha,0.9999999999999998,2394,1,12364
13,0,C1250,A150,Gamma,Alpha,0.9999999999999998,1767,1,12364
14,0,C1250,T1000,Gamma,Gamma,5.0,2222,1,12364
2,1,C1150,B950,Gamma,Gamma,5.0,1291,1,12364
3,1,C1150,A350,Gamma,Alpha,0.9999999999999998,2650,1,12364
4,1,C1150,A50,Gamma,Alpha,0.0,1763,1,12364
5,1,C1150,B750,Gamma,Beta,4.0,3875,1,12364
6,1,C1150,B650,Gamma,Beta,4.0,1257,1,12364
7,1,C1150,B550,Gamma,Beta,4.0,899,1,12364
8,1,C1150,A450,Gamma,Alpha,3.0,2441,1,12364
9,1,C1150,C1050,Gamma,Gamma,6.0,4018,1,12364
10,1,C1150,T500,Gamma,Beta,2.0,3395,1,12364
11,1,C1150,B850,Gamma, Beta,4.0,2596,1,12364
12,1,C1150,A250,Gamma,Alpha,0.9999999999999998,3161,1,12364
13,1,C1150,A150,Gamma,Alpha,0.9999999999999998,1493,1,12364
14,1,C1150,T1000,Gamma,Gamma,5.0,1931,1,12364
3,2,B950,A350,Gamma,Alpha,2.0,4883,1,12364
4,2,B950,A50,Gamma,Alpha,0.0,2053,1,12364
5,2,B950,B750,Gamma,Beta,5.0,2291,1,12364
6,2,B950,B650,Gamma,Beta,5.0,1123,1,12364
7,2,B950,B550,Gamma,Beta,5.0,690,1,12364
8,2,B950,A450,Gamma,Alpha,4.0,1524,1,12364
9,2,B950,C1050,Gamma,Gamma,6.0,5185,1,12364
10,2,B950,T500,Gamma,Beta,2.0,4610,1,12364
11,2,B950,B850,Gamma, Beta,5.0,2171,1,12364
12,2,B950,A250,Gamma,Alpha,2.0,2481,1,12364
13,2,B950,A150,Gamma,Alpha,0.9999999999999998,2626,1,12364
14,2,B950,T1000,Gamma,Gamma,6.0,3233,1,12364
4,3,A350,A50,Alpha,Alpha,0.9999999999999998,4122,1,12364
5,3,A350,B750,Alpha,Beta,2.0,2643,1,12364
6,3,A350,B650,Alpha,Beta,2.0,2195,1,12364
7,3,A350,B550,Alpha,Beta,4.0,2498,1,12364
8,3,A350,A450,Alpha,Alpha,5.0,1739,1,12364
9,3,A350,C1050,Alpha,Gamma,2.0,3882,1,12364
10,3,A350,T500,Alpha,Beta,5.0,3088,1,12364
11,3,A350,B850,Alpha, Beta,4.0,3507,1,12364
12,3,A350,A250,Alpha,Alpha,5.0,3713,1,12364
13,3,A350,A150,Alpha,Alpha,2.0,2431,1,12364
14,3,A350,T1000,Alpha,Gamma,3.0,3745,1,12364
5,4,A50,B750,Alpha,Beta,0.9999999999999998,2786,1,12364
6,4,A50,B650,Alpha,Beta,0.9999999999999998,1699,1,12364
7,4,A50,B550,Alpha,Beta,0.9999999999999998,746,1,12364
8,4,A50,A450,Alpha,Alpha,0.9999999999999998,502,1,12364
9,4,A50,C1050,Alpha,Gamma,0.0,3723,1,12364
10,4,A50,T500,Alpha,Beta,0.9999999999999998,3770,1,12364
11,4,A50,B850,Alpha, Beta,0.0,3404,1,12364
12,4,A50,A250,Alpha,Alpha,3.0,2075,1,12364
13,4,A50,A150,Alpha,Alpha,4.0,3035,1,12364
14,4,A50,T1000,Alpha,Gamma,0.9999999999999998,2138,1,12364
6,5,B750,B650,Beta,Beta,5.0,2019,1,12364
7,5,B750,B550,Beta,Beta,5.0,1529,1,12364
8,5,B750,A450,Beta,Alpha,4.0,2963,1,12364
9,5,B750,C1050,Beta,Gamma,5.0,2245,1,12364
10,5,B750,T500,Beta,Beta,4.0,2579,1,12364
11,5,B750,B850,Beta, Beta,6.0,3059,1,12364
12,5,B750,A250,Beta,Alpha,2.0,6173,1,12364
13,5,B750,A150,Beta,Alpha,2.0,1186,1,12364
14,5,B750,T1000,Beta,Gamma,5.0,1881,1,12364
7,6,B650,B550,Beta,Beta,6.0,2508,1,12364
8,6,B650,A450,Beta,Alpha,5.0,2267,1,12364
9,6,B650,C1050,Beta,Gamma,4.0,1865,1,12364
10,6,B650,T500,Beta,Beta,5.0,1924,1,12364
11,6,B650,B850,Beta, Beta,5.0,2068,1,12364
12,6,B650,A250,Beta,Alpha,3.0,2292,1,12364
13,6,B650,A150,Beta,Alpha,3.0,1145,1,12364
14,6,B650,T1000,Beta,Gamma,4.0,4015,1,12364
8,7,B550,A450,Beta,Alpha,6.0,3443,1,12364
9,7,B550,C1050,Beta,Gamma,4.0,2227,1,12364
10,7,B550,T500,Beta,Beta,6.0,4033,1,12364
11,7,B550,B850,Beta, Beta,4.0,2308,1,12364
12,7,B550,A250,Beta,Alpha,2.0,2334,1,12364
13,7,B550,A150,Beta,Alpha,0.9999999999999998,2531,1,12364
14,7,B550,T1000,Beta,Gamma,4.0,2235,1,12364
9,8,A450,C1050,Alpha,Gamma,3.0,1426,1,12364
10,8,A450,T500,Alpha,Beta,6.0,3771,1,12364
11,8,A450,B850,Alpha, Beta,4.0,4786,1,12364
12,8,A450,A250,Alpha,Alpha,4.0,3883,1,12364
13,8,A450,A150,Alpha,Alpha,2.0,1978,1,12364
14,8,A450,T1000,Alpha,Gamma,4.0,4195,1,12364
10,9,C1050,T500,Gamma,Beta,3.0,3164,1,12364
11,9,C1050,B850,Gamma, Beta,5.0,1981,1,12364
12,9,C1050,A250,Gamma,Alpha,2.0,2621,1,12364
13,9,C1050,A150,Gamma,Alpha,0.9999999999999998,1555,1,12364
14,9,C1050,T1000,Gamma,Gamma,6.0,1995,1,12364
11,10,T500,B850,Beta, Beta,4.0,2276,1,12364
12,10,T500,A250,Beta,Alpha,4.0,3243,1,12364
13,10,T500,A150,Beta,Alpha,2.0,3194,1,12364
14,10,T500,T1000,Beta,Gamma,3.0,2003,1,12364
12,11,B850,A250, Beta,Alpha,2.0,1730,1,12364
13,11,B850,A150, Beta,Alpha,2.0,1035,1,12364
14,11,B850,T1000, Beta,Gamma,5.0,2637,1,12364
13,12,A250,A150,Alpha,Alpha,5.0,1964,1,12364
14,12,A250,T1000,Alpha,Gamma,2.0,2314,1,12364
14,13,A150,T1000,Alpha,Gamma,2.0,1202,1,12364
1,0,C1150,A50,Alpha,Alpha,0.0,8765,1,12365
2,0,C1150,A250,Gamma,Alpha,0.9999999999999998,4091,1,12365
3,0,C1150,T1000,Gamma,Gamma,5.0,2301,1,12365
4,0,C1150,B750,Gamma,Beta,4.0,3093,1,12365
5,0,C1150,B950,Gamma,Gamma,5.0,1877,1,12365
6,0,C1150,B850,Gamma, Beta,4.0,2229,1,12365
7,0,C1150,B650,Gamma,Beta,3.0,3568,1,12365
8,0,C1150,A350,Gamma,Alpha,2.0,2434,1,12365
9,0,C1150,B550,Gamma,Beta,3.0,4306,1,12365
10,0,C1150,C1250,Gamma,Gamma,5.0,2170,1,12365
11,0,C1150,T500,Gamma,Beta,3.0,3740,1,12365
12,0,C1150,A150,Gamma,Alpha,0.9999999999999998,2092,1,12365
13,0,C1150,A450,Gamma,Alpha,2.0,2202,1,12365
14,0,C1150,C1050,Gamma,Gamma,6.0,2402,1,12365
2,1,A50,A250,Alpha,Alpha,0.9999999999999998,4191,1,12365
3,1,A50,T1000,Alpha,Gamma,0.0,2019,1,12365
4,1,A50,B750,Alpha,Beta,0.0,1411,1,12365
5,1,A50,B950,Alpha,Gamma,0.0,551,1,12365
6,1,A50,B850,Alpha, Beta,0.0,594,1,12365
7,1,A50,B650,Alpha,Beta,0.0,1731,1,12365
8,1,A50,A350,Alpha,Alpha,2.0,3379,1,12365
9,1,A50,B550,Alpha,Beta,0.9999999999999998,1707,1,12365
10,1,A50,C1250,Alpha,Gamma,0.0,3027,1,12365
11,1,A50,T500,Alpha,Beta,2.0,2873,1,12365
12,1,A50,A150,Alpha,Alpha,4.0,3554,1,12365
13,1,A50,A450,Alpha,Alpha,0.9999999999999998,4816,1,12365
14,1,A50,C1050,Alpha,Gamma,0.0,1692,1,12365
3,2,A250,T1000,Alpha,Gamma,0.0,2784,1,12365
4,2,A250,B750,Alpha,Beta,0.9999999999999998,2129,1,12365
5,2,A250,B950,Alpha,Gamma,0.0,2748,1,12365
6,2,A250,B850,Alpha, Beta,0.0,851,1,12365
7,2,A250,B650,Alpha,Beta,2.0,2030,1,12365
8,2,A250,A350,Alpha,Alpha,5.0,2597,1,12365
9,2,A250,B550,Alpha,Beta,3.0,3171,1,12365
10,2,A250,C1250,Alpha,Gamma,0.0,2084,1,12365
11,2,A250,T500,Alpha,Beta,5.0,2922,1,12365
12,2,A250,A150,Alpha,Alpha,5.0,1530,1,12365
13,2,A250,A450,Alpha,Alpha,5.0,1100,1,12365
14,2,A250,C1050,Alpha,Gamma,0.9999999999999998,2477,1,12365
4,3,T1000,B750,Gamma,Beta,5.0,3282,1,12365
5,3,T1000,B950,Gamma,Gamma,6.0,1706,1,12365
6,3,T1000,B850,Gamma, Beta,5.0,2183,1,12365
7,3,T1000,B650,Gamma,Beta,4.0,1916,1,12365
8,3,T1000,A350,Gamma,Alpha,2.0,2083,1,12365
9,3,T1000,B550,Gamma,Beta,2.0,1842,1,12365
10,3,T1000,C1250,Gamma,Gamma,5.0,3587,1,12365
11,3,T1000,T500,Gamma,Beta,2.0,1827,1,12365
12,3,T1000,A150,Gamma,Alpha,0.9999999999999998,1875,1,12365
13,3,T1000,A450,Gamma,Alpha,2.0,2506,1,12365
14,3,T1000,C1050,Gamma,Gamma,6.0,2273,1,12365
5,4,B750,B950,Beta,Gamma,5.0,1723,1,12365
6,4,B750,B850,Beta, Beta,5.0,3863,1,12365
7,4,B750,B650,Beta,Beta,5.0,807,1,12365
8,4,B750,A350,Beta,Alpha,2.0,2345,1,12365
9,4,B750,B550,Beta,Beta,4.0,7067,1,12365
10,4,B750,C1250,Beta,Gamma,4.0,1412,1,12365
11,4,B750,T500,Beta,Beta,4.0,1666,1,12365
12,4,B750,A150,Beta,Alpha,0.9999999999999998,1961,1,12365
13,4,B750,A450,Beta,Alpha,2.0,2280,1,12365
14,4,B750,C1050,Beta,Gamma,4.0,2594,1,12365
6,5,B950,B850,Gamma, Beta,5.0,1922,1,12365
7,5,B950,B650,Gamma,Beta,3.0,3850,1,12365
8,5,B950,A350,Gamma,Alpha,2.0,1866,1,12365
9,5,B950,B550,Gamma,Beta,3.0,2618,1,12365
10,5,B950,C1250,Gamma,Gamma,5.0,1907,1,12365
11,5,B950,T500,Gamma,Beta,3.0,2427,1,12365
12,5,B950,A150,Gamma,Alpha,0.9999999999999998,1604,1,12365
13,5,B950,A450,Gamma,Alpha,2.0,3139,1,12365
14,5,B950,C1050,Gamma,Gamma,5.0,3070,1,12365
7,6,B850,B650, Beta,Beta,4.0,3354,1,12365
8,6,B850,A350, Beta,Alpha,2.0,2668,1,12365
9,6,B850,B550, Beta,Beta,3.0,5059,1,12365
10,6,B850,C1250, Beta,Gamma,2.0,2155,1,12365
11,6,B850,T500, Beta,Beta,2.0,3235,1,12365
12,6,B850,A150, Beta,Alpha,0.0,2779,1,12365
13,6,B850,A450, Beta,Alpha,2.0,4091,1,12365
14,6,B850,C1050, Beta,Gamma,5.0,1898,1,12365
8,7,B650,A350,Beta,Alpha,2.0,5860,1,12365
9,7,B650,B550,Beta,Beta,5.0,1946,1,12365
10,7,B650,C1250,Beta,Gamma,2.0,2827,1,12365
11,7,B650,T500,Beta,Beta,5.0,1954,1,12365
12,7,B650,A150,Beta,Alpha,0.9999999999999998,1724,1,12365
13,7,B650,A450,Beta,Alpha,4.0,2131,1,12365
14,7,B650,C1050,Beta,Gamma,4.0,1620,1,12365
9,8,A350,B550,Alpha,Beta,3.0,1211,1,12365
10,8,A350,C1250,Alpha,Gamma,0.9999999999999998,2659,1,12365
11,8,A350,T500,Alpha,Beta,5.0,2396,1,12365
12,8,A350,A150,Alpha,Alpha,2.0,4007,1,12365
13,8,A350,A450,Alpha,Alpha,4.0,2188,1,12365
14,8,A350,C1050,Alpha,Gamma,2.0,2658,1,12365
10,9,B550,C1250,Beta,Gamma,2.0,5675,1,12365
11,9,B550,T500,Beta,Beta,6.0,2859,1,12365
12,9,B550,A150,Beta,Alpha,2.0,1842,1,12365
13,9,B550,A450,Beta,Alpha,5.0,1763,1,12365
14,9,B550,C1050,Beta,Gamma,0.9999999999999998,2009,1,12365
11,10,C1250,T500,Gamma,Beta,0.9999999999999998,1819,1,12365
12,10,C1250,A150,Gamma,Alpha,0.0,1898,1,12365
13,10,C1250,A450,Gamma,Alpha,0.9999999999999998,2859,1,12365
14,10,C1250,C1050,Gamma,Gamma,5.0,2466,1,12365
12,11,T500,A150,Beta,Alpha,0.9999999999999998,2075,1,12365
13,11,T500,A450,Beta,Alpha,6.0,2346,1,12365
14,11,T500,C1050,Beta,Gamma,2.0,3882,1,12365
13,12,A150,A450,Alpha,Alpha,2.0,1747,1,12365
14,12,A150,C1050,Alpha,Gamma,0.0,3068,1,12365
14,13,A450,C1050,Alpha,Gamma,2.0,1955,1,12365
1,0,B750,B650,Beta,Beta,5.0,12170,1,12366
2,0,B750,B550,Beta,Beta,4.0,8809,1,12366
3,0,B750,A150,Beta,Alpha,0.9999999999999998,4885,1,12366
4,0,B750,A450,Beta,Alpha,3.0,5041,1,12366
5,0,B750,A250,Beta,Alpha,2.0,2545,1,12366
6,0,B750,T1000,Beta,Gamma,5.0,8637,1,12366
7,0,B750,C1050,Beta,Gamma,5.0,2303,1,12366
8,0,B750,B950,Beta,Gamma,5.0,2988,1,12366
9,0,B750,C1250,Beta,Gamma,4.0,3500,1,12366
10,0,B750,B850,Beta, Beta,5.0,4882,1,12366
11,0,B750,C1150,Beta,Gamma,4.0,3817,1,12366
12,0,B750,A50,Beta,Alpha,0.0,2918,1,12366
13,0,B750,T500,Beta,Beta,4.0,5004,1,12366
14,0,B750,A350,Beta,Alpha,2.0,3867,1,12366
2,1,B650,B550,Beta,Beta,5.0,4025,1,12366
3,1,B650,A150,Beta,Alpha,0.9999999999999998,2826,1,12366
4,1,B650,A450,Beta,Alpha,4.0,5067,1,12366
5,1,B650,A250,Beta,Alpha,2.0,3728,1,12366
6,1,B650,T1000,Beta,Gamma,4.0,6032,1,12366
7,1,B650,C1050,Beta,Gamma,4.0,1365,1,12366
8,1,B650,B950,Beta,Gamma,4.0,1021,1,12366
9,1,B650,C1250,Beta,Gamma,2.0,3124,1,12366
10,1,B650,B850,Beta, Beta,5.0,4395,1,12366
11,1,B650,C1150,Beta,Gamma,3.0,4483,1,12366
12,1,B650,A50,Beta,Alpha,0.0,2048,1,12366
13,1,B650,T500,Beta,Beta,5.0,2978,1,12366
14,1,B650,A350,Beta,Alpha,4.0,2499,1,12366
3,2,B550,A150,Beta,Alpha,2.0,3421,1,12366
4,2,B550,A450,Beta,Alpha,5.0,3426,1,12366
5,2,B550,A250,Beta,Alpha,3.0,2927,1,12366
6,2,B550,T1000,Beta,Gamma,3.0,1578,1,12366
7,2,B550,C1050,Beta,Gamma,3.0,618,1,12366
8,2,B550,B950,Beta,Gamma,3.0,768,1,12366
9,2,B550,C1250,Beta,Gamma,3.0,801,1,12366
10,2,B550,B850,Beta, Beta,4.0,3255,1,12366
11,2,B550,C1150,Beta,Gamma,2.0,2635,1,12366
12,2,B550,A50,Beta,Alpha,0.0,3082,1,12366
13,2,B550,T500,Beta,Beta,6.0,2436,1,12366
14,2,B550,A350,Beta,Alpha,5.0,3771,1,12366
4,3,A150,A450,Alpha,Alpha,2.0,3723,1,12366
5,3,A150,A250,Alpha,Alpha,5.0,4412,1,12366
6,3,A150,T1000,Alpha,Gamma,0.9999999999999998,2984,1,12366
7,3,A150,C1050,Alpha,Gamma,0.9999999999999998,595,1,12366
8,3,A150,B950,Alpha,Gamma,0.9999999999999998,497,1,12366
9,3,A150,C1250,Alpha,Gamma,0.9999999999999998,475,1,12366
10,3,A150,B850,Alpha, Beta,0.9999999999999998,755,1,12366
11,3,A150,C1150,Alpha,Gamma,0.9999999999999998,498,1,12366
12,3,A150,A50,Alpha,Alpha,5.0,3220,1,12366
13,3,A150,T500,Alpha,Beta,3.0,4122,1,12366
14,3,A150,A350,Alpha,Alpha,4.0,2898,1,12366
5,4,A450,A250,Alpha,Alpha,4.0,1866,1,12366
6,4,A450,T1000,Alpha,Gamma,2.0,4234,1,12366
7,4,A450,C1050,Alpha,Gamma,2.0,4136,1,12366
8,4,A450,B950,Alpha,Gamma,2.0,748,1,12366
9,4,A450,C1250,Alpha,Gamma,2.0,737,1,12366
10,4,A450,B850,Alpha, Beta,2.0,843,1,12366
11,4,A450,C1150,Alpha,Gamma,0.9999999999999998,2427,1,12366
12,4,A450,A50,Alpha,Alpha,0.9999999999999998,2941,1,12366
13,4,A450,T500,Alpha,Beta,6.0,3168,1,12366
14,4,A450,A350,Alpha,Alpha,5.0,3099,1,12366
6,5,A250,T1000,Alpha,Gamma,0.9999999999999998,3356,1,12366
7,5,A250,C1050,Alpha,Gamma,0.9999999999999998,1339,1,12366
8,5,A250,B950,Alpha,Gamma,0.9999999999999998,814,1,12366
9,5,A250,C1250,Alpha,Gamma,0.9999999999999998,635,1,12366
10,5,A250,B850,Alpha, Beta,0.9999999999999998,715,1,12366
11,5,A250,C1150,Alpha,Gamma,0.9999999999999998,435,1,12366
12,5,A250,A50,Alpha,Alpha,3.0,3069,1,12366
13,5,A250,T500,Alpha,Beta,3.0,1235,1,12366
14,5,A250,A350,Alpha,Alpha,3.0,610,1,12366
7,6,T1000,C1050,Gamma,Gamma,6.0,2219,1,12366
8,6,T1000,B950,Gamma,Gamma,6.0,750,1,12366
9,6,T1000,C1250,Gamma,Gamma,4.0,2744,1,12366
10,6,T1000,B850,Gamma, Beta,4.0,1080,1,12366
11,6,T1000,C1150,Gamma,Gamma,5.0,3229,1,12366
12,6,T1000,A50,Gamma,Alpha,0.0,2555,1,12366
13,6,T1000,T500,Gamma,Beta,2.0,2961,1,12366
14,6,T1000,A350,Gamma,Alpha,2.0,1338,1,12366
8,7,C1050,B950,Gamma,Gamma,5.0,2899,1,12366
9,7,C1050,C1250,Gamma,Gamma,5.0,1200,1,12366
10,7,C1050,B850,Gamma, Beta,4.0,2115,1,12366
11,7,C1050,C1150,Gamma,Gamma,5.0,3616,1,12366
12,7,C1050,A50,Gamma,Alpha,0.0,2494,1,12366
13,7,C1050,T500,Gamma,Beta,3.0,2496,1,12366
14,7,C1050,A350,Gamma,Alpha,3.0,803,1,12366
9,8,B950,C1250,Gamma,Gamma,5.0,1906,1,12366
10,8,B950,B850,Gamma, Beta,5.0,1469,1,12366
11,8,B950,C1150,Gamma,Gamma,4.0,3097,1,12366
12,8,B950,A50,Gamma,Alpha,0.0,2140,1,12366
13,8,B950,T500,Gamma,Beta,3.0,2185,1,12366
14,8,B950,A350,Gamma,Alpha,3.0,677,1,12366
10,9,C1250,B850,Gamma, Beta,3.0,1096,1,12366
11,9,C1250,C1150,Gamma,Gamma,6.0,2149,1,12366
12,9,C1250,A50,Gamma,Alpha,0.0,2798,1,12366
13,9,C1250,T500,Gamma,Beta,3.0,2741,1,12366
14,9,C1250,A350,Gamma,Alpha,2.0,3181,1,12366
11,10,B850,C1150, Beta,Gamma,4.0,3948,1,12366
12,10,B850,A50, Beta,Alpha,0.0,2477,1,12366
13,10,B850,T500, Beta,Beta,4.0,3374,1,12366
14,10,B850,A350, Beta,Alpha,2.0,1882,1,12366
12,11,C1150,A50,Gamma,Alpha,0.0,3434,1,12366
13,11,C1150,T500,Gamma,Beta,4.0,4484,1,12366
14,11,C1150,A350,Gamma,Alpha,2.0,4218,1,12366
13,12,A50,T500,Alpha,Beta,0.0,2019,1,12366
14,12,A50,A350,Alpha,Alpha,0.0,646,1,12366
14,13,T500,A350,Beta,Alpha,2.0,1979,1,12366
1,0,B850,T500,Beta,Beta,2.0,11713,1,12367
2,0,B850,A350, Beta,Alpha,0.9999999999999998,3796,1,12367
3,0,B850,A450, Beta,Alpha,3.0,6116,1,12367
4,0,B850,C1150, Beta,Gamma,4.0,6466,1,12367
5,0,B850,B950, Beta,Gamma,5.0,2776,1,12367
6,0,B850,T1000, Beta,Gamma,5.0,1855,1,12367
7,0,B850,B750, Beta,Beta,6.0,4161,1,12367
8,0,B850,A250, Beta,Alpha,0.0,4636,1,12367
9,0,B850,A150, Beta,Alpha,0.0,1969,1,12367
10,0,B850,A50, Beta,Alpha,0.0,977,1,12367
11,0,B850,B650, Beta,Beta,5.0,2927,1,12367
12,0,B850,B550, Beta,Beta,4.0,2354,1,12367
13,0,B850,C1250, Beta,Gamma,4.0,2609,1,12367
14,0,B850,C1050, Beta,Gamma,5.0,2511,1,12367
2,1,T500,A350,Beta,Alpha,5.0,3180,1,12367
3,1,T500,A450,Beta,Alpha,6.0,2306,1,12367
4,1,T500,C1150,Beta,Gamma,2.0,2946,1,12367
